Year,State,CO2,Energy,EnergyPrice
1970,Alabama,102.6,1393497,17490
1971,Alabama,98.5,1384940,17490
1972,Alabama,104.9,1478039,17490
1973,Alabama,109.6,1527209,17490
1974,Alabama,108.8,1547657,17490
1975,Alabama,107.8,1515130,17490
1976,Alabama,108.1,1551806,17490
1977,Alabama,111.7,1623443,17490
1978,Alabama,106.6,1638359,17490
1979,Alabama,111.5,1648767,17490
1980,Alabama,107.1,1644874,17490
1981,Alabama,103.7,1604035,17490
1982,Alabama,90.9,1499050,17490
1983,Alabama,89.9,1445946,17490
1984,Alabama,95.3,1544598,17490
1985,Alabama,101.6,1519675,17490
1986,Alabama,101.7,1504733,17490
1987,Alabama,103.7,1582639,17490
1988,Alabama,104.9,1651726,17490
1989,Alabama,109.8,1683173,17490
1990,Alabama,109.6,1659374,17490
1991,Alabama,113.9,1675029,17490
1992,Alabama,120.8,1742421,17490
1993,Alabama,125.3,1789235,17490
1994,Alabama,123.2,1879952,17490
1995,Alabama,131,1955073,17490
1996,Alabama,137.2,1984926,17490
1997,Alabama,134.1,1956297,17490
1998,Alabama,133.5,1997696,17490
1999,Alabama,135.85,2040647,17490
2000,Alabama,142.3,2093922,17490
2001,Alabama,133.31,1898857,17490
2002,Alabama,138.3,1960152,17490
2003,Alabama,139.8,1952741,17490
2004,Alabama,142,2065880,17490
2005,Alabama,143.5,2065572,17490
2006,Alabama,145.8,2083658,17490
2007,Alabama,147.3,2086092,17490
2008,Alabama,139.4,2002980,17490
2009,Alabama,119.8,1800096,17490
2010,Alabama,132.5,1942188,17490
2011,Alabama,129.5,1917001,17490
2012,Alabama,122.6,1890836,17490
2013,Alabama,120.5,1931830,17490
2014,Alabama,122.6,1967782,17490
2015,Alabama,119.2,1917138,17490
2016,Alabama,114,1922727,17490
2017,Alabama,108.6,1904206,17490
2018,Alabama,112.4,1956413,17490
2019,Alabama,106.3,1926332,17490
1970,Alaska,11.3,182039,20250
1971,Alaska,12.6,200962,20250
1972,Alaska,13.4,214377,20250
1973,Alaska,12.5,196965,20250
1974,Alaska,12.8,201488,20250
1975,Alaska,14.5,232172,20250
1976,Alaska,16,254649,20250
1977,Alaska,17.9,293489,20250
1978,Alaska,19.5,324010,20250
1979,Alaska,17.5,299774,20250
1980,Alaska,17.4,295745,20250
1981,Alaska,17,279661,20250
1982,Alaska,23.9,409057,20250
1983,Alaska,25.9,437627,20250
1984,Alaska,28.6,482889,20250
1985,Alaska,29,474429,20250
1986,Alaska,31.4,504252,20250
1987,Alaska,29.7,499211,20250
1988,Alaska,30.2,521398,20250
1989,Alaska,33.3,576192,20250
1990,Alaska,33.9,584082,20250
1991,Alaska,34.5,602660,20250
1992,Alaska,35.8,627237,20250
1993,Alaska,35.7,623613,20250
1994,Alaska,35.5,623042,20250
1995,Alaska,40,704062,20250
1996,Alaska,41.1,718749,20250
1997,Alaska,41.2,708741,20250
1998,Alaska,42.2,723206,20250
1999,Alaska,42.86,725331,20250
2000,Alaska,43.6,742061,20250
2001,Alaska,42.55,735745,20250
2002,Alaska,42.7,732909,20250
2003,Alaska,42.9,733471,20250
2004,Alaska,46.2,775019,20250
2005,Alaska,47.5,797723,20250
2006,Alaska,45.4,746457,20250
2007,Alaska,43.7,723227,20250
2008,Alaska,39.1,650500,20250
2009,Alaska,37.3,639557,20250
2010,Alaska,37.1,639266,20250
2011,Alaska,37.1,641027,20250
2012,Alaska,36.2,631311,20250
2013,Alaska,34,597944,20250
2014,Alaska,33.9,596523,20250
2015,Alaska,35,614242,20250
2016,Alaska,33.4,593662,20250
2017,Alaska,33.7,601492,20250
2018,Alaska,34.5,604644,20250
2019,Alaska,34.3,605689,20250
1970,Arizona,24.9,520401,21780
1971,Arizona,27,554212,21780
1972,Arizona,30.2,616452,21780
1973,Arizona,34.4,670117,21780
1974,Arizona,36.7,676309,21780
1975,Arizona,38.2,660004,21780
1976,Arizona,43.8,691884,21780
1977,Arizona,50.5,738889,21780
1978,Arizona,49.3,747985,21780
1979,Arizona,56.1,786479,21780
1980,Arizona,52.9,754491,21780
1981,Arizona,59.9,787920,21780
1982,Arizona,58.5,746494,21780
1983,Arizona,54.2,758000,21780
1984,Arizona,58.5,802626,21780
1985,Arizona,61.1,843102,21780
1986,Arizona,56.3,852973,21780
1987,Arizona,56.4,865824,21780
1988,Arizona,59.6,906415,21780
1989,Arizona,65.5,943115,21780
1990,Arizona,63.1,950195,21780
1991,Arizona,63.9,955235,21780
1992,Arizona,66.8,985332,21780
1993,Arizona,69.1,1000843,21780
1994,Arizona,71.8,1056612,21780
1995,Arizona,66.7,1095058,21780
1996,Arizona,68.6,1163697,21780
1997,Arizona,71.7,1187416,21780
1998,Arizona,76.7,1240977,21780
1999,Arizona,80.63,1285004,21780
2000,Arizona,86.6,1332442,21780
2001,Arizona,88.85,1341726,21780
2002,Arizona,88.3,1334303,21780
2003,Arizona,90.5,1354531,21780
2004,Arizona,97.3,1404380,21780
2005,Arizona,97.3,1443203,21780
2006,Arizona,100.5,1491846,21780
2007,Arizona,102.4,1498164,21780
2008,Arizona,102.6,1465564,21780
2009,Arizona,93.9,1380064,21780
2010,Arizona,99.5,1434861,21780
2011,Arizona,97.7,1476752,21780
2012,Arizona,95.5,1445431,21780
2013,Arizona,99.3,1464044,21780
2014,Arizona,97.3,1473676,21780
2015,Arizona,95,1495858,21780
2016,Arizona,90.9,1524720,21780
2017,Arizona,90.5,1531479,21780
2018,Arizona,94.1,1542208,21780
2019,Arizona,92.5,1556416,21780
1970,Arkansas,36.2,708904,16760
1971,Arkansas,35.1,700736,16760
1972,Arkansas,37.2,744634,16760
1973,Arkansas,40.8,820083,16760
1974,Arkansas,39.1,798333,16760
1975,Arkansas,36.4,785659,16760
1976,Arkansas,38.9,840830,16760
1977,Arkansas,41.6,886292,16760
1978,Arkansas,42.4,887040,16760
1979,Arkansas,40.2,872687,16760
1980,Arkansas,37.5,859238,16760
1981,Arkansas,42.9,821800,16760
1982,Arkansas,42.7,792462,16760
1983,Arkansas,47.1,796587,16760
1984,Arkansas,45,799005,16760
1985,Arkansas,49.1,789513,16760
1986,Arkansas,50,759564,16760
1987,Arkansas,47.1,736170,16760
1988,Arkansas,51,817720,16760
1989,Arkansas,51.3,882855,16760
1990,Arkansas,50.8,849198,16760
1991,Arkansas,49.7,837103,16760
1992,Arkansas,51.4,865939,16760
1993,Arkansas,50.4,939962,16760
1994,Arkansas,54.3,971500,16760
1995,Arkansas,57.7,1023242,16760
1996,Arkansas,60.2,1042511,16760
1997,Arkansas,59.1,1061415,16760
1998,Arkansas,60.5,1081796,16760
1999,Arkansas,62.73,1100812,16760
2000,Arkansas,63.3,1141593,16760
2001,Arkansas,62.49,1096056,16760
2002,Arkansas,61.2,1118366,16760
2003,Arkansas,62.2,1100644,16760
2004,Arkansas,62.5,1091797,16760
2005,Arkansas,60.2,1116515,16760
2006,Arkansas,62.1,1113117,16760
2007,Arkansas,63.4,1128983,16760
2008,Arkansas,64.2,1110210,16760
2009,Arkansas,61.5,1041617,16760
2010,Arkansas,66.1,1129224,16760
2011,Arkansas,67.5,1131026,16760
2012,Arkansas,66.3,1075271,16760
2013,Arkansas,68.5,1106095,16760
2014,Arkansas,68.9,1121935,16760
2015,Arkansas,59.1,1062359,16760
2016,Arkansas,62.1,1053706,16760
2017,Arkansas,64.2,1057701,16760
2018,Arkansas,70.8,1116757,16760
2019,Arkansas,65.1,1096477,16760
1970,California,294.3369422,5499139,20660
1971,California,305.7978295,5747656,20660
1972,California,312.6852992,5872011,20660
1973,California,329.2504907,6047069,20660
1974,California,304.4389015,5816324,20660
1975,California,311.4534064,6032845,20660
1976,California,326.8720368,6186312,20660
1977,California,354.4534835,6361466,20660
1978,California,345.2180231,6472696,20660
1979,California,362.036359,6727621,20660
1980,California,344.3820494,6540472,20660
1981,California,334.1879358,6332205,20660
1982,California,298.7526857,6076050,20660
1983,California,293.4572706,6092316,20660
1984,California,315.4759958,6533180,20660
1985,California,320.5954909,6601489,20660
1986,California,306.6553055,6501121,20660
1987,California,335.8097805,6938475,20660
1988,California,344.5424787,7143783,20660
1989,California,359.3602383,7420340,20660
1990,California,360.1726438,7439360,20660
1991,California,348.7714063,7326367,20660
1992,California,352.9530796,7307663,20660
1993,California,342.2933019,7138330,20660
1994,California,359.3120933,7273024,20660
1995,California,348.6899612,7295618,20660
1996,California,349.7858255,7405370,20660
1997,California,352.5867688,7528267,20660
1998,California,362.6223325,7806390,20660
1999,California,366.1114277,7801882,20660
2000,California,382.2603586,7893262,20660
2001,California,385.5327864,7918586,20660
2002,California,384.4243197,7963303,20660
2003,California,374.6078211,7848513,20660
2004,California,392.6317543,8216796,20660
2005,California,389.5521105,8151775,20660
2006,California,397.7615709,8247048,20660
2007,California,402.5589114,8260963,20660
2008,California,384.0051,8075631,20660
2009,California,370.3333764,7775285,20660
2010,California,356.5880901,7651772,20660
2011,California,342.6512879,7651650,20660
2012,California,348.7456439,7446386,20660
2013,California,349.7060253,7532398,20660
2014,California,345.3766022,7445975,20660
2015,California,351.408516,7525491,20660
2016,California,353.4191517,7647955,20660
2017,California,356.4953861,7766193,20660
2018,California,358.5947178,7865156,20660
2019,California,358.1643733,7790111,20660
1970,Colorado,43.01360159,677623,17240
1971,Colorado,43.58775373,691909,17240
1972,Colorado,47.46336329,756325,17240
1973,Colorado,51.063199,801930,17240
1974,Colorado,50.47616833,787106,17240
1975,Colorado,51.79749527,784438,17240
1976,Colorado,55.13082753,818799,17240
1977,Colorado,58.31060938,835096,17240
1978,Colorado,58.44068485,850246,17240
1979,Colorado,58.89047159,856031,17240
1980,Colorado,58.87092334,838088,17240
1981,Colorado,57.81779489,816311,17240
1982,Colorado,58.98090978,833092,17240
1983,Colorado,57.1555588,831430,17240
1984,Colorado,60.92596222,867717,17240
1985,Colorado,61.52098563,869749,17240
1986,Colorado,60.72675508,859444,17240
1987,Colorado,61.39655747,866162,17240
1988,Colorado,63.759306,899364,17240
1989,Colorado,64.97739592,915128,17240
1990,Colorado,66.53875418,944300,17240
1991,Colorado,67.76477071,994850,17240
1992,Colorado,68.81066928,995693,17240
1993,Colorado,72.49226156,1062928,17240
1994,Colorado,73.00806644,1065404,17240
1995,Colorado,73.04955137,1091928,17240
1996,Colorado,76.00980188,1142176,17240
1997,Colorado,76.14109017,1138201,17240
1998,Colorado,78.41639448,1184705,17240
1999,Colorado,80.46567363,1206092,17240
2000,Colorado,85.51729295,1268642,17240
2001,Colorado,93.2925915,1369867,17240
2002,Colorado,91.60688074,1370536,17240
2003,Colorado,90.99494499,1372163,17240
2004,Colorado,93.54291173,1399562,17240
2005,Colorado,95.74352317,1435704,17240
2006,Colorado,96.61764496,1451337,17240
2007,Colorado,99.33900791,1483849,17240
2008,Colorado,97.38610697,1487480,17240
2009,Colorado,93.32266789,1465495,17240
2010,Colorado,95.88728077,1517105,17240
2011,Colorado,92.50555884,1478527,17240
2012,Colorado,91.206979,1446115,17240
2013,Colorado,92.13721179,1478113,17240
2014,Colorado,92.77203103,1494023,17240
2015,Colorado,91.30387161,1501006,17240
2016,Colorado,88.43397452,1470307,17240
2017,Colorado,88.77204752,1477307,17240
2018,Colorado,90.06168948,1527222,17240
2019,Colorado,91.72734664,1566652,17240
1970,Connecticut,47.83213067,693930,25630
1971,Connecticut,45.89502877,682588,25630
1972,Connecticut,47.21612391,717611,25630
1973,Connecticut,48.57759784,743064,25630
1974,Connecticut,45.42624804,714126,25630
1975,Connecticut,41.68871469,689513,25630
1976,Connecticut,43.43355801,742109,25630
1977,Connecticut,43.05211068,748110,25630
1978,Connecticut,43.97011585,768737,25630
1979,Connecticut,42.01515862,755692,25630
1980,Connecticut,40.14816675,728226,25630
1981,Connecticut,35.43768888,695795,25630
1982,Connecticut,35.44482061,696739,25630
1983,Connecticut,34.7774769,688418,25630
1984,Connecticut,37.96676301,715073,25630
1985,Connecticut,37.86727991,723070,25630
1986,Connecticut,39.5328799,739744,25630
1987,Connecticut,39.7264864,763522,25630
1988,Connecticut,42.2478283,795471,25630
1989,Connecticut,43.73529092,811311,25630
1990,Connecticut,40.4421403,775896,25630
1991,Connecticut,39.62878269,776710,25630
1992,Connecticut,40.03984457,810197,25630
1993,Connecticut,38.07627266,795996,25630
1994,Connecticut,37.39175177,800069,25630
1995,Connecticut,36.70937729,782296,25630
1996,Connecticut,39.41893549,820990,25630
1997,Connecticut,42.31413422,811129,25630
1998,Connecticut,39.91368636,791157,25630
1999,Connecticut,41.17101301,834267,25630
2000,Connecticut,42.75012449,844550,25630
2001,Connecticut,41.56461698,829136,25630
2002,Connecticut,40.04384936,815224,25630
2003,Connecticut,42.96284874,894334,25630
2004,Connecticut,44.71446935,907100,25630
2005,Connecticut,43.90045495,875720,25630
2006,Connecticut,40.91329121,819794,25630
2007,Connecticut,40.12833699,842124,25630
2008,Connecticut,37.65258409,774606,25630
2009,Connecticut,35.95734066,766475,25630
2010,Connecticut,36.44101452,769858,25630
2011,Connecticut,35.03508454,743515,25630
2012,Connecticut,34.26813321,728294,25630
2013,Connecticut,34.6493926,747012,25630
2014,Connecticut,34.97951876,751740,25630
2015,Connecticut,36.32904924,756746,25630
2016,Connecticut,34.1016231,724686,25630
2017,Connecticut,33.85397332,728349,25630
2018,Connecticut,37.38424068,756159,25630
2019,Connecticut,36.63166173,735517,25630
1970,Delaware,16.07161004,219722,22950
1971,Delaware,15.92885129,222353,22950
1972,Delaware,16.01329005,232526,22950
1973,Delaware,17.24308074,246392,22950
1974,Delaware,16.65701371,228887,22950
1975,Delaware,15.54274736,218797,22950
1976,Delaware,16.15668879,229178,22950
1977,Delaware,16.13952034,227666,22950
1978,Delaware,16.18306561,226261,22950
1979,Delaware,17.07673347,244675,22950
1980,Delaware,17.48877953,242340,22950
1981,Delaware,16.34213724,195218,22950
1982,Delaware,14.69758761,186552,22950
1983,Delaware,17.67076207,197917,22950
1984,Delaware,18.43167675,220487,22950
1985,Delaware,17.36828375,214953,22950
1986,Delaware,17.15091382,217072,22950
1987,Delaware,17.91816564,227480,22950
1988,Delaware,18.51189354,234133,22950
1989,Delaware,17.77467308,241618,22950
1990,Delaware,18.03621738,251796,22950
1991,Delaware,17.8885804,255250,22950
1992,Delaware,17.78398487,261314,22950
1993,Delaware,19.14112413,266225,22950
1994,Delaware,18.47285952,261444,22950
1995,Delaware,17.51490239,262936,22950
1996,Delaware,18.15426242,273242,22950
1997,Delaware,16.84753758,274786,22950
1998,Delaware,16.19549304,272892,22950
1999,Delaware,16.40091868,286222,22950
2000,Delaware,16.67926403,305696,22950
2001,Delaware,15.99530797,292032,22950
2002,Delaware,15.88207705,308594,22950
2003,Delaware,16.6083584,303733,22950
2004,Delaware,16.61809294,289192,22950
2005,Delaware,17.40244499,299826,22950
2006,Delaware,16.23582969,287818,22950
2007,Delaware,17.1166682,293726,22950
2008,Delaware,16.17951012,291507,22950
2009,Delaware,11.92158659,259461,22950
2010,Delaware,13.07915648,266384,22950
2011,Delaware,13.86588203,285699,22950
2012,Delaware,14.58600134,283571,22950
2013,Delaware,14.03560903,280901,22950
2014,Delaware,13.77629089,281002,22950
2015,Delaware,13.9053954,284672,22950
2016,Delaware,14.42147713,280937,22950
2017,Delaware,13.76647699,280044,22950
2018,Delaware,13.98931001,300567,22950
2019,Delaware,13.58957516,298616,22950
1970,District of Columbia,13.64137161,205891,26190
1971,District of Columbia,11.87673049,199397,26190
1972,District of Columbia,11.30543036,188830,26190
1973,District of Columbia,11.84988469,193442,26190
1974,District of Columbia,9.849028952,171284,26190
1975,District of Columbia,7.88942527,163161,26190
1976,District of Columbia,7.689986712,164436,26190
1977,District of Columbia,7.922631498,163353,26190
1978,District of Columbia,7.450036203,160278,26190
1979,District of Columbia,6.04496708,152431,26190
1980,District of Columbia,5.249542475,153262,26190
1981,District of Columbia,4.691200998,149271,26190
1982,District of Columbia,5.183268403,163811,26190
1983,District of Columbia,5.024634249,162575,26190
1984,District of Columbia,5.238045553,167024,26190
1985,District of Columbia,4.737041898,165934,26190
1986,District of Columbia,5.203832443,174696,26190
1987,District of Columbia,5.000089663,174233,26190
1988,District of Columbia,4.902576713,174976,26190
1989,District of Columbia,5.039458803,180533,26190
1990,District of Columbia,4.43591965,185266,26190
1991,District of Columbia,4.384497477,191358,26190
1992,District of Columbia,4.361857292,191482,26190
1993,District of Columbia,4.537572092,198476,26190
1994,District of Columbia,4.501590847,193593,26190
1995,District of Columbia,4.418957408,196285,26190
1996,District of Columbia,4.37801646,193511,26190
1997,District of Columbia,4.255311904,191093,26190
1998,District of Columbia,4.065811075,186974,26190
1999,District of Columbia,4.143338486,191690,26190
2000,District of Columbia,4.312927694,198048,26190
2001,District of Columbia,4.082702536,193476,26190
2002,District of Columbia,4.186318466,197752,26190
2003,District of Columbia,3.953150452,193758,26190
2004,District of Columbia,4.020628554,201418,26190
2005,District of Columbia,3.932855456,200935,26190
2006,District of Columbia,3.188978642,186423,26190
2007,District of Columbia,3.38109497,194926,26190
2008,District of Columbia,3.080918182,184106,26190
2009,District of Columbia,3.178572006,186486,26190
2010,District of Columbia,3.222491888,190379,26190
2011,District of Columbia,3.090670022,183655,26190
2012,District of Columbia,2.649875886,172794,26190
2013,District of Columbia,2.823474756,174800,26190
2014,District of Columbia,3.012816405,179278,26190
2015,District of Columbia,2.956880797,178222,26190
2016,District of Columbia,2.758229599,174553,26190
2017,District of Columbia,2.58511615,166877,26190
2018,District of Columbia,2.856068276,174538,26190
2019,District of Columbia,2.807513641,167397,26190
1970,Florida,104.3513998,1577450,21660
1971,Florida,111.4999656,1674133,21660
1972,Florida,121.6780694,1804005,21660
1973,Florida,132.2390504,1995319,21660
1974,Florida,124.2933915,1929045,21660
1975,Florida,125.9373353,1939837,21660
1976,Florida,134.5195504,2062020,21660
1977,Florida,138.1820716,2217477,21660
1978,Florida,146.1007176,2327321,21660
1979,Florida,153.4143551,2422499,21660
1980,Florida,155.7927483,2511917,21660
1981,Florida,156.0492111,2482043,21660
1982,Florida,140.0163638,2402137,21660
1983,Florida,146.1400042,2457345,21660
1984,Florida,143.7144952,2551259,21660
1985,Florida,152.3565543,2698976,21660
1986,Florida,163.3995029,2781956,21660
1987,Florida,174.0080689,2870556,21660
1988,Florida,183.9069628,3042056,21660
1989,Florida,188.1847127,3248530,21660
1990,Florida,187.5208155,3289151,21660
1991,Florida,188.4976306,3249677,21660
1992,Florida,190.9818618,3316472,21660
1993,Florida,193.7339031,3346956,21660
1994,Florida,201.2061245,3467465,21660
1995,Florida,206.8248049,3615069,21660
1996,Florida,212.5056733,3700617,21660
1997,Florida,217.8100638,3726429,21660
1998,Florida,230.3297606,3859240,21660
1999,Florida,229.8251661,3922071,21660
2000,Florida,239.0586817,4076022,21660
2001,Florida,237.3740048,4060590,21660
2002,Florida,241.1661347,4177962,21660
2003,Florida,246.5222743,4195567,21660
2004,Florida,257.1198719,4347432,21660
2005,Florida,260.0192858,4419873,21660
2006,Florida,259.0610068,4472498,21660
2007,Florida,256.7037588,4417304,21660
2008,Florida,238.5276299,4264867,21660
2009,Florida,224.6940789,4115280,21660
2010,Florida,245.4611989,4319171,21660
2011,Florida,232.4283961,4171410,21660
2012,Florida,226.9741783,4070225,21660
2013,Florida,226.9815411,4130115,21660
2014,Florida,233.0301857,4173314,21660
2015,Florida,237.3833592,4324701,21660
2016,Florida,238.8697835,4362567,21660
2017,Florida,238.4169632,4345055,21660
2018,Florida,242.0091133,4441047,21660
2019,Florida,233.5527795,4371666,21660
1970,Georgia,73.52314382,1280820,17960
1971,Georgia,79.56323465,1348865,17960
1972,Georgia,86.75527058,1435584,17960
1973,Georgia,93.10129081,1555110,17960
1974,Georgia,91.68733613,1495568,17960
1975,Georgia,91.43915193,1489772,17960
1976,Georgia,96.2223208,1552529,17960
1977,Georgia,104.6942768,1628701,17960
1978,Georgia,106.5208458,1683045,17960
1979,Georgia,111.4368189,1729590,17960
1980,Georgia,113.0414302,1717236,17960
1981,Georgia,113.5222529,1694324,17960
1982,Georgia,110.0914272,1679709,17960
1983,Georgia,117.2573529,1749228,17960
1984,Georgia,130.0113771,1875179,17960
1985,Georgia,136.6039632,1931023,17960
1986,Georgia,131.3447113,1953662,17960
1987,Georgia,136.8357725,2049053,17960
1988,Georgia,139.1207516,2138263,17960
1989,Georgia,134.1608138,2219567,17960
1990,Georgia,139.0405839,2216211,17960
1991,Georgia,131.038675,2205008,17960
1992,Georgia,130.7764818,2250675,17960
1993,Georgia,140.2598888,2403877,17960
1994,Georgia,143.0877465,2423951,17960
1995,Georgia,151.5427176,2607462,17960
1996,Georgia,156.0951579,2767321,17960
1997,Georgia,157.123737,2744916,17960
1998,Georgia,158.3801759,2783049,17960
1999,Georgia,161.0030911,2803980,17960
2000,Georgia,169.6790198,2920928,17960
2001,Georgia,161.6013318,2818753,17960
2002,Georgia,166.6153028,2936048,17960
2003,Georgia,170.4504783,2956845,17960
2004,Georgia,175.3264976,3097207,17960
2005,Georgia,185.6061627,3110770,17960
2006,Georgia,182.9372063,3087831,17960
2007,Georgia,185.5912022,3078378,17960
2008,Georgia,172.6196109,2946558,17960
2009,Georgia,163.0422909,2913909,17960
