Year,State,CO2,Energy,EnergyPrice
1989,Oregon,30.58203443,999506,18890
1990,Oregon,30.81876585,993039,18890
1991,Oregon,34.43224881,1026228,18890
1992,Oregon,35.57906277,1019290,18890
1993,Oregon,35.15306825,1038599,18890
1994,Oregon,36.8220169,1053488,18890
1995,Oregon,34.13939001,1059502,18890
1996,Oregon,36.23688962,1103336,18890
1997,Oregon,35.87295622,1114830,18890
1998,Oregon,41.62623693,1125373,18890
1999,Oregon,43.1579239,1150420,18890
2000,Oregon,41.53794413,1135473,18890
2001,Oregon,40.63011045,1043441,18890
2002,Oregon,39.09600153,1038744,18890
2003,Oregon,39.78284681,1017177,18890
2004,Oregon,40.71321128,1012896,18890
2005,Oregon,41.06620952,1043015,18890
2006,Oregon,40.28630412,1077542,18890
2007,Oregon,43.67375746,1062797,18890
2008,Oregon,42.58760985,1047201,18890
2009,Oregon,40.79417266,1012819,18890
2010,Oregon,40.613899,981828,18890
2011,Oregon,37.04845981,1007150,18890
2012,Oregon,36.73032972,978023,18890
2013,Oregon,39.02572739,997269,18890
2014,Oregon,37.84867548,993638,18890
2015,Oregon,37.89416845,971766,18890
2016,Oregon,37.67162243,988158,18890
2017,Oregon,38.7866761,1041344,18890
2018,Oregon,39.58013113,1021526,18890
2019,Oregon,41.83917874,1027578,18890
1970,Pennsylvania,306.6914755,4106916,19560
1971,Pennsylvania,303.3742428,4044955,19560
1972,Pennsylvania,314.9453479,4187795,19560
1973,Pennsylvania,325.5932365,4294356,19560
1974,Pennsylvania,305.0120296,4124018,19560
1975,Pennsylvania,291.2528498,3913887,19560
1976,Pennsylvania,308.5590165,4164173,19560
1977,Pennsylvania,302.9506963,4127190,19560
1978,Pennsylvania,302.6618144,4128436,19560
1979,Pennsylvania,316.0743621,4249658,19560
1980,Pennsylvania,294.406248,3996299,19560
1981,Pennsylvania,271.4941136,3809830,19560
1982,Pennsylvania,240.9097334,3363346,19560
1983,Pennsylvania,246.1439639,3377212,19560
1984,Pennsylvania,262.636113,3604664,19560
1985,Pennsylvania,250.9431789,3434064,19560
1986,Pennsylvania,246.0236507,3378296,19560
1987,Pennsylvania,256.9834841,3551982,19560
1988,Pennsylvania,269.3792295,3713946,19560
1989,Pennsylvania,272.2689488,3738812,19560
1990,Pennsylvania,264.3705879,3647112,19560
1991,Pennsylvania,257.120142,3584645,19560
1992,Pennsylvania,265.341085,3684806,19560
1993,Pennsylvania,269.5887469,3755566,19560
1994,Pennsylvania,266.8955154,3829642,19560
1995,Pennsylvania,269.7017825,3888467,19560
1996,Pennsylvania,275.1867334,3923633,19560
1997,Pennsylvania,276.8634933,3889569,19560
1998,Pennsylvania,266.276911,3730912,19560
1999,Pennsylvania,264.8862063,3770848,19560
2000,Pennsylvania,278.503672,3942074,19560
2001,Pennsylvania,265.0247971,3849655,19560
2002,Pennsylvania,271.9408767,3911083,19560
2003,Pennsylvania,276.275667,3961080,19560
2004,Pennsylvania,279.2397403,4008376,19560
2005,Pennsylvania,281.5652474,4035405,19560
2006,Pennsylvania,275.6141881,3908856,19560
2007,Pennsylvania,278.6410078,3963066,19560
2008,Pennsylvania,269.9287864,3942348,19560
2009,Pennsylvania,245.2514298,3625634,19560
2010,Pennsylvania,256.086701,3755033,19560
2011,Pennsylvania,249.7366169,3749993,19560
2012,Pennsylvania,239.7642371,3642320,19560
2013,Pennsylvania,249.5160279,3856209,19560
2014,Pennsylvania,249.3796432,3983725,19560
2015,Pennsylvania,232.9252268,3897610,19560
2016,Pennsylvania,217.9978248,3762485,19560
2017,Pennsylvania,215.2746599,3766880,19560
2018,Pennsylvania,220.1938915,3933425,19560
2019,Pennsylvania,218.7358219,3818814,19560
1970,Rhode Island,13.12396539,222536,23120
1971,Rhode Island,13.56390937,235513,23120
1972,Rhode Island,13.49288692,236763,23120
1973,Rhode Island,12.54447735,231946,23120
1974,Rhode Island,11.53353166,215591,23120
1975,Rhode Island,10.49793279,206221,23120
1976,Rhode Island,10.62483177,215504,23120
1977,Rhode Island,11.00103774,223147,23120
1978,Rhode Island,10.12451189,212617,23120
1979,Rhode Island,9.265935392,201339,23120
1980,Rhode Island,8.36251363,185615,23120
1981,Rhode Island,7.766386804,175209,23120
1982,Rhode Island,7.439190695,174887,23120
1983,Rhode Island,7.679858306,180973,23120
1984,Rhode Island,8.472723247,192232,23120
1985,Rhode Island,8.468888491,204275,23120
1986,Rhode Island,9.517104988,206204,23120
1987,Rhode Island,9.839600526,215862,23120
1988,Rhode Island,10.33671406,223279,23120
1989,Rhode Island,9.252123695,216864,23120
1990,Rhode Island,8.876456644,214939,23120
1991,Rhode Island,10.74052684,220203,23120
1992,Rhode Island,12.95645656,246532,23120
1993,Rhode Island,10.81288001,202715,23120
1994,Rhode Island,12.75272574,241346,23120
1995,Rhode Island,12.02642381,230325,23120
1996,Rhode Island,13.4679853,220140,23120
1997,Rhode Island,13.56453835,217890,23120
1998,Rhode Island,13.779589,226678,23120
1999,Rhode Island,13.13529931,226813,23120
2000,Rhode Island,11.76548107,205766,23120
2001,Rhode Island,12.29158465,204161,23120
2002,Rhode Island,11.71931252,203880,23120
2003,Rhode Island,11.57276858,219115,23120
2004,Rhode Island,10.97434889,216892,23120
2005,Rhode Island,11.20339151,210046,23120
2006,Rhode Island,10.52532907,200882,23120
2007,Rhode Island,11.06577266,198332,23120
2008,Rhode Island,10.6464136,194322,23120
2009,Rhode Island,11.23820731,194853,23120
2010,Rhode Island,10.99979655,195400,23120
2011,Rhode Island,11.00685864,185485,23120
2012,Rhode Island,10.48725006,183454,23120
2013,Rhode Island,10.07518589,196882,23120
2014,Rhode Island,10.53600952,203822,23120
2015,Rhode Island,10.80452453,202693,23120
2016,Rhode Island,9.590477678,185173,23120
2017,Rhode Island,9.964469417,182325,23120
2018,Rhode Island,11.05692381,195556,23120
2019,Rhode Island,10.36524019,190581,23120
1970,South Carolina,42.18888305,745729,18260
1971,South Carolina,44.04988115,779638,18260
1972,South Carolina,46.85990666,834960,18260
1973,South Carolina,48.83178191,886118,18260
1974,South Carolina,45.68937594,858642,18260
1975,South Carolina,42.62462179,840874,18260
1976,South Carolina,50.61551701,964613,18260
1977,South Carolina,54.11245282,1000303,18260
1978,South Carolina,53.15136148,994484,18260
1979,South Carolina,52.8202011,984487,18260
1980,South Carolina,55.13758788,997901,18260
1981,South Carolina,55.73649913,1002177,18260
1982,South Carolina,52.36694864,973134,18260
1983,South Carolina,49.70464051,1006503,18260
1984,South Carolina,53.13721129,1069330,18260
1985,South Carolina,54.06979901,1076310,18260
1986,South Carolina,54.34559988,1142219,18260
1987,South Carolina,58.15642638,1178512,18260
1988,South Carolina,61.47546744,1235317,18260
1989,South Carolina,60.85555481,1243836,18260
1990,South Carolina,61.03486342,1269960,18260
1991,South Carolina,62.20507334,1294733,18260
1992,South Carolina,61.48842795,1311056,18260
1993,South Carolina,65.91213699,1368980,18260
1994,South Carolina,66.08354089,1369400,18260
1995,South Carolina,65.14141259,1426887,18260
1996,South Carolina,69.43329469,1465968,18260
1997,South Carolina,71.45161656,1514026,18260
1998,South Carolina,74.97784661,1561047,18260
1999,South Carolina,78.644115,1567482,18260
2000,South Carolina,82.01351403,1614128,18260
2001,South Carolina,80.41220434,1563023,18260
2002,South Carolina,81.81502742,1601989,18260
2003,South Carolina,82.7596155,1607731,18260
2004,South Carolina,90.33701992,1712248,18260
2005,South Carolina,88.60842268,1684154,18260
2006,South Carolina,89.23173962,1693408,18260
2007,South Carolina,89.39397561,1670947,18260
2008,South Carolina,86.94760945,1637705,18260
2009,South Carolina,82.0934433,1573712,18260
2010,South Carolina,85.8650328,1665789,18260
2011,South Carolina,81.16921115,1620820,18260
2012,South Carolina,74.46869811,1572947,18260
2013,South Carolina,70.2360598,1603130,18260
2014,South Carolina,74.70700331,1644829,18260
2015,South Carolina,73.39880613,1663373,18260
2016,South Carolina,72.26900295,1658202,18260
2017,South Carolina,69.95761419,1647778,18260
2018,South Carolina,74.14674879,1675118,18260
2019,South Carolina,69.44598066,1640751,18260
1970,South Dakota,9.353542204,168792,16920
1971,South Dakota,9.300057047,170183,16920
1972,South Dakota,9.678508767,179190,16920
1973,South Dakota,9.446062916,176823,16920
1974,South Dakota,9.163114998,172589,16920
1975,South Dakota,10.88952423,181948,16920
1976,South Dakota,12.4790192,195374,16920
1977,South Dakota,12.29868394,196832,16920
1978,South Dakota,12.9064703,205651,16920
1979,South Dakota,12.69080676,204965,16920
1980,South Dakota,11.59432434,190687,16920
1981,South Dakota,10.90668009,178760,16920
1982,South Dakota,11.39324198,191238,16920
1983,South Dakota,10.40162004,185488,16920
1984,South Dakota,10.81170768,188704,16920
1985,South Dakota,11.04091255,194819,16920
1986,South Dakota,10.66587768,195032,16920
1987,South Dakota,9.406475658,195204,16920
1988,South Dakota,11.48041234,205416,16920
1989,South Dakota,11.69548015,214315,16920
1990,South Dakota,11.74552314,220217,16920
1991,South Dakota,11.52777213,216736,16920
1992,South Dakota,11.61954553,219688,16920
1993,South Dakota,12.28525472,233039,16920
1994,South Dakota,12.94240946,240112,16920
1995,South Dakota,12.74554483,243598,16920
1996,South Dakota,12.73344565,256639,16920
1997,South Dakota,13.25073164,245398,16920
1998,South Dakota,12.81419646,243915,16920
1999,South Dakota,13.45318536,248864,16920
2000,South Dakota,14.23050935,263270,16920
2001,South Dakota,13.50328888,255811,16920
2002,South Dakota,13.77095507,275235,16920
2003,South Dakota,13.76889771,279620,16920
2004,South Dakota,13.79368877,288818,16920
2005,South Dakota,13.29503516,306348,16920
2006,South Dakota,13.38739207,311156,16920
2007,South Dakota,13.86159865,330884,16920
2008,South Dakota,14.93818801,353531,16920
2009,South Dakota,14.69335952,363091,16920
2010,South Dakota,15.07819083,377425,16920
2011,South Dakota,14.6114583,377851,16920
2012,South Dakota,14.89015706,375687,16920
2013,South Dakota,15.36184723,390488,16920
2014,South Dakota,15.37992829,393913,16920
2015,South Dakota,14.13943764,389999,16920
2016,South Dakota,14.8057598,388097,16920
2017,South Dakota,14.65427835,394141,16920
2018,South Dakota,15.52399536,406677,16920
2019,South Dakota,15.97796876,405954,16920
1970,Tennessee,77.8961299,1365610,18330
1971,Tennessee,76.32630962,1371116,18330
1972,Tennessee,86.98280028,1473992,18330
1973,Tennessee,98.64020509,1614086,18330
1974,Tennessee,90.29032471,1578503,18330
1975,Tennessee,89.68936755,1614225,18330
1976,Tennessee,101.9828444,1720063,18330
1977,Tennessee,102.4526342,1779374,18330
1978,Tennessee,104.2128621,1762976,18330
1979,Tennessee,101.7569834,1800371,18330
1980,Tennessee,100.7925658,1724916,18330
1981,Tennessee,99.41446426,1693019,18330
1982,Tennessee,88.20235923,1611851,18330
1983,Tennessee,94.79530558,1660254,18330
1984,Tennessee,98.81420194,1737534,18330
1985,Tennessee,103.192583,1711499,18330
1986,Tennessee,104.6899359,1700016,18330
1987,Tennessee,103.6094642,1712673,18330
1988,Tennessee,106.4440865,1777007,18330
1989,Tennessee,103.0181519,1829468,18330
1990,Tennessee,105.2933599,1804944,18330
1991,Tennessee,100.6078263,1803881,18330
1992,Tennessee,106.3663291,1849080,18330
1993,Tennessee,117.0679434,1882954,18330
1994,Tennessee,111.687881,1933445,18330
1995,Tennessee,118.5513526,1951894,18330
1996,Tennessee,119.6240474,2059423,18330
1997,Tennessee,122.7750781,2036478,18330
1998,Tennessee,122.0304888,2118307,18330
1999,Tennessee,122.8603136,2163553,18330
2000,Tennessee,128.7292126,2197309,18330
2001,Tennessee,127.207316,2209605,18330
2002,Tennessee,126.3659271,2235043,18330
2003,Tennessee,125.1360669,2252846,18330
2004,Tennessee,127.1636755,2282706,18330
2005,Tennessee,128.2996325,2341365,18330
2006,Tennessee,129.9198403,2332637,18330
2007,Tennessee,129.0638943,2345223,18330
2008,Tennessee,122.4963147,2283922,18330
2009,Tennessee,101.9457378,2087485,18330
2010,Tennessee,109.2666406,2251487,18330
2011,Tennessee,105.5026073,2196993,18330
2012,Tennessee,99.02528454,2081771,18330
2013,Tennessee,97.26800356,2137403,18330
2014,Tennessee,102.5197922,2205042,18330
2015,Tennessee,98.70392565,2179722,18330
2016,Tennessee,101.3689751,2207227,18330
2017,Tennessee,97.40143552,2145679,18330
2018,Tennessee,93.83598219,2233190,18330
2019,Tennessee,92.23669942,2171765,18330
1970,Texas,358.8071053,6921781,17460
1971,Texas,375.6690133,7233774,17460
1972,Texas,398.0450703,7623194,17460
1973,Texas,434.5477777,8241366,17460
1974,Texas,427.2361183,8093721,17460
1975,Texas,406.5448422,7511439,17460
1976,Texas,421.9477706,7835920,17460
1977,Texas,461.0234262,8475779,17460
1978,Texas,492.3776043,8941144,17460
1979,Texas,512.185927,9307928,17460
1980,Texas,516.4299304,9385532,17460
1981,Texas,511.4946753,9147369,17460
1982,Texas,485.6624738,8471165,17460
1983,Texas,488.0976191,8406461,17460
1984,Texas,507.2213109,8946242,17460
1985,Texas,512.8696532,9011817,17460
1986,Texas,508.3998763,9007599,17460
1987,Texas,515.7934306,9240071,17460
1988,Texas,546.6724908,9811771,17460
1989,Texas,565.5275084,10093725,17460
1990,Texas,570.0672399,10091766,17460
1991,Texas,564.4796254,10094638,17460
1992,Texas,571.1202872,10253144,17460
1993,Texas,587.372916,10350894,17460
1994,Texas,587.0075695,10663278,17460
1995,Texas,590.2318193,10811073,17460
1996,Texas,635.5314543,11579043,17460
1997,Texas,649.5406412,11984538,17460
1998,Texas,656.3256135,12161299,17460
1999,Texas,646.7847218,11788095,17460
2000,Texas,672.9159033,12141592,17460
2001,Texas,666.7468912,11942556,17460
2002,Texas,678.1676425,12241016,17460
2003,Texas,671.0589246,12028705,17460
2004,Texas,670.4819634,12074333,17460
2005,Texas,644.8686726,11539445,17460
2006,Texas,648.2267144,11677439,17460
2007,Texas,646.1198419,11779341,17460
2008,Texas,623.5634735,11263781,17460
2009,Texas,590.341874,10884452,17460
2010,Texas,615.4401557,11605812,17460
2011,Texas,634.9363639,11829075,17460
2012,Texas,627.0014314,11859784,17460
2013,Texas,657.7201197,12631931,17460
2014,Texas,661.8770066,12627593,17460
2015,Texas,655.1432269,12757827,17460
2016,Texas,656.8076472,12986076,17460
2017,Texas,664.9290442,13173303,17460
2018,Texas,684.6895943,14009870,17460
2019,Texas,683.2325698,14234096,17460
1970,Utah,24.39091743,397019,16660
1971,Utah,25.50971296,415199,16660
1972,Utah,25.77804517,428177,16660
1973,Utah,28.24204583,457776,16660
1974,Utah,29.61224699,473666,16660
1975,Utah,31.00010329,480756,16660
1976,Utah,30.7612177,510233,16660
1977,Utah,31.96849033,486089,16660
1978,Utah,34.10405989,510695,16660
1979,Utah,36.68138256,526397,16660
1980,Utah,35.94588613,504574,16660
1981,Utah,33.75378249,478203,16660
1982,Utah,32.2161487,467638,16660
1983,Utah,33.50312929,491810,16660
1984,Utah,35.83389691,504008,16660
1985,Utah,36.87451108,500434,16660
1986,Utah,35.88730603,470786,16660
1987,Utah,44.53237104,462389,16660
1988,Utah,51.65135746,526305,16660
1989,Utah,52.26221861,537620,16660
1990,Utah,54.46913517,538104,16660
1991,Utah,53.39682405,568042,16660
1992,Utah,55.00492999,554346,16660
1993,Utah,56.70622583,579508,16660
1994,Utah,57.77147459,589907,16660
1995,Utah,57.99237112,640342,16660
1996,Utah,58.80170847,670541,16660
1997,Utah,61.12861623,684793,16660
1998,Utah,63.57133241,707959,16660
1999,Utah,62.45241554,699762,16660
2000,Utah,65.40250099,744480,16660
2001,Utah,63.18480724,713979,16660
2002,Utah,62.56315818,693795,16660
2003,Utah,63.54422621,704447,16660
2004,Utah,65.95774237,735427,16660
2005,Utah,67.52432996,762159,16660
2006,Utah,68.75500319,779275,16660
2007,Utah,70.7043886,781023,16660
2008,Utah,69.78539608,768036,16660
2009,Utah,65.08246445,742250,16660
2010,Utah,64.00539403,753018,16660
2011,Utah,64.45683954,790554,16660
2012,Utah,61.63672855,786086,16660
2013,Utah,66.47861148,822394,16660
2014,Utah,65.27889353,795029,16660
2015,Utah,63.61302159,798313,16660
2016,Utah,58.8300911,807711,16660
2017,Utah,59.02796122,827453,16660
2018,Utah,61.24871623,844319,16660
2019,Utah,61.50322731,855124,16660
1970,Vermont,5.53849563,113222,24200
1971,Vermont,5.494215757,116968,24200
1972,Vermont,5.772888345,123917,24200
1973,Vermont,5.927648416,126434,24200
1974,Vermont,5.30738206,116837,24200
1975,Vermont,5.171477082,114356,24200
1976,Vermont,5.871462892,131790,24200
1977,Vermont,5.834982938,129325,24200
1978,Vermont,5.801961076,134455,24200
1979,Vermont,5.354935868,131782,24200
1980,Vermont,4.612978898,125793,24200
1981,Vermont,4.468373162,120672,24200
1982,Vermont,4.053856938,115117,24200
1983,Vermont,4.411304902,123272,24200
1984,Vermont,4.970719527,132836,24200
1985,Vermont,5.177229496,134538,24200
1986,Vermont,5.055350113,128263,24200
1987,Vermont,5.447147579,137510,24200
1988,Vermont,5.725286048,144630,24200
1989,Vermont,5.632154532,142529,24200
1990,Vermont,5.466547673,127389,24200
1991,Vermont,5.669005649,133727,24200
1992,Vermont,6.135775739,139627,24200
1993,Vermont,6.193928459,137459,24200
1994,Vermont,6.020326355,136875,24200
1995,Vermont,5.990783868,134056,24200
1996,Vermont,6.283495205,141121,24200
1997,Vermont,6.494227231,145799,24200
1998,Vermont,6.251809594,137296,24200
1999,Vermont,6.510928362,135030,24200
2000,Vermont,6.784392302,148507,24200
2001,Vermont,6.623869876,148858,24200
2002,Vermont,6.361000659,149732,24200
2003,Vermont,6.665843444,152335,24200
2004,Vermont,7.073301847,162653,24200
2005,Vermont,6.816480613,161183,24200
2006,Vermont,6.678783936,157716,24200
2007,Vermont,6.511117992,154815,24200
2008,Vermont,5.927546462,146384,24200
2009,Vermont,6.189207157,156687,24200
2010,Vermont,5.87724314,155696,24200
2011,Vermont,5.812433764,151656,24200
2012,Vermont,5.453460108,129511,24200
2013,Vermont,5.729501593,137377,24200
2014,Vermont,5.890747663,140379,24200
2015,Vermont,6.126831312,140546,24200
2016,Vermont,5.914764629,135276,24200
2017,Vermont,5.830030878,134076,24200
2018,Vermont,5.854279866,138642,24200
2019,Vermont,6.020390617,136905,24200
1970,Virginia,86.61927547,1279028,18910
1971,Virginia,87.419206,1322363,18910
1972,Virginia,88.6798905,1375395,18910
1973,Virginia,89.56693796,1435070,18910
1974,Virginia,84.98116896,1382349,18910
1975,Virginia,81.16751525,1358994,18910
1976,Virginia,86.11034049,1443835,18910
1977,Virginia,87.39065519,1486224,18910
1978,Virginia,84.73870399,1515163,18910
1979,Virginia,89.51413816,1568370,18910
1980,Virginia,81.88970319,1530854,18910
1981,Virginia,78.30550807,1514259,18910
1982,Virginia,74.80748754,1501050,18910
1983,Virginia,77.25633925,1559137,18910
1984,Virginia,83.02150711,1636831,18910
1985,Virginia,82.41913503,1670500,18910
1986,Virginia,87.26474018,1756943,18910
1987,Virginia,93.80489533,1847217,18910
1988,Virginia,97.04051667,1921950,18910
1989,Virginia,100.0896083,1965088,18910
1990,Virginia,95.08386234,1969215,18910
1991,Virginia,96.18886017,1975083,18910
1992,Virginia,97.5172607,2000648,18910
1993,Virginia,101.7766041,2075789,18910
1994,Virginia,100.5970269,2099517,18910
1995,Virginia,103.0102639,2167244,18910
1996,Virginia,107.8106356,2221828,18910
1997,Virginia,110.0014992,2219906,18910
1998,Virginia,111.8738105,2245041,18910
1999,Virginia,113.9357688,2308982,18910
2000,Virginia,123.3099721,2405827,18910
2001,Virginia,120.8253409,2337547,18910
2002,Virginia,119.338218,2370458,18910
2003,Virginia,124.1084047,2442514,18910
2004,Virginia,127.7295453,2567450,18910
2005,Virginia,129.3996338,2642157,18910
2006,Virginia,123.0108356,2581074,18910
2007,Virginia,128.1822783,2643190,18910
2008,Virginia,116.7610679,2544221,18910
2009,Virginia,105.9055815,2429456,18910
2010,Virginia,111.8865198,2532435,18910
2011,Virginia,102.5193306,2424571,18910
2012,Virginia,98.56243339,2359905,18910
2013,Virginia,105.7666127,2428477,18910
2014,Virginia,107.4418995,2484858,18910
2015,Virginia,107.6199041,2440821,18910
2016,Virginia,110.0808101,2420341,18910
2017,Virginia,105.5772025,2401427,18910
2018,Virginia,110.0554883,2501044,18910
2019,Virginia,106.76702,2460902,18910
1970,Washington,44.76192333,1294145,18110
1971,Washington,46.12386659,1320979,18110
1972,Washington,52.29738742,1462402,18110
1973,Washington,57.41233975,1498556,18110
1974,Washington,53.14393166,1494231,18110
1975,Washington,54.89096407,1458166,18110
1976,Washington,54.93187255,1506955,18110
1977,Washington,60.12285012,1524554,18110
1978,Washington,58.9245436,1616207,18110
1979,Washington,61.80886874,1667783,18110
1980,Washington,58.05142601,1636821,18110
1981,Washington,58.96430239,1762292,18110
1982,Washington,54.91741629,1667861,18110
1983,Washington,50.3107198,1624957,18110
1984,Washington,56.98105177,1724697,18110
1985,Washington,59.54690947,1724684,18110
1986,Washington,60.59990442,1758552,18110
1987,Washington,66.393346,1810437,18110
1988,Washington,70.2998594,1947741,18110
1989,Washington,72.4123148,2013008,18110
1990,Washington,71.6498814,2078810,18110
1991,Washington,72.10140377,2072434,18110
1992,Washington,80.43008283,2105928,18110
1993,Washington,75.28982399,2105459,18110
1994,Washington,80.32973622,2094429,18110
1995,Washington,78.22531414,2141400,18110
1996,Washington,81.79855393,2117820,18110
1997,Washington,79.46363504,2149761,18110
1998,Washington,84.21177485,2229278,18110
1999,Washington,85.67113487,2316863,18110
2000,Washington,84.33528681,2248092,18110
2001,Washington,79.62744321,2029311,18110
2002,Washington,73.33451304,1876320,18110
2003,Washington,75.7433827,1880774,18110
2004,Washington,77.64451126,1943207,18110
2005,Washington,79.15901515,1977992,18110
2006,Washington,77.00726908,2084284,18110
2007,Washington,82.13101663,2049914,18110
2008,Washington,79.20533757,2041958,18110
2009,Washington,76.89549071,2031913,18110
2010,Washington,73.35008638,2007894,18110
2011,Washington,68.89569559,2051660,18110
2012,Washington,67.87793545,2011343,18110
2013,Washington,73.83028872,2035649,18110
2014,Washington,72.46883274,2008907,18110
2015,Washington,75.13711456,1995985,18110
2016,Washington,79.41527718,2056396,18110
2017,Washington,79.11315175,2075340,18110
2018,Washington,78.65855426,2054390,18110
2019,Washington,84.16948233,2078663,18110
1970,West Virginia,76.96686619,795739,17090
1971,West Virginia,77.99936319,779534,17090
1972,West Virginia,89.00367792,828980,17090
1973,West Virginia,97.59310775,845774,17090
1974,West Virginia,100.3056037,841728,17090
1975,West Virginia,97.82695155,790364,17090
1976,West Virginia,104.1576064,826694,17090
1977,West Virginia,102.9373702,819746,17090
1978,West Virginia,96.67731429,807745,17090
1979,West Virginia,100.9309229,823762,17090
1980,West Virginia,102.4410474,788175,17090
1981,West Virginia,103.9925355,769650,17090
1982,West Virginia,95.8277774,713139,17090
1983,West Virginia,97.39952679,681588,17090
1984,West Virginia,105.4822985,717840,17090
1985,West Virginia,102.1988856,665396,17090
1986,West Virginia,101.6390786,668346,17090
1987,West Virginia,101.9988902,681320,17090
1988,West Virginia,106.8607958,726601,17090
1989,West Virginia,109.5677787,748561,17090
1990,West Virginia,103.3776557,701782,17090
1991,West Virginia,95.80167547,671304,17090
1992,West Virginia,97.98011759,684688,17090
1993,West Virginia,98.82458223,707438,17090
1994,West Virginia,106.4707232,734061,17090
1995,West Virginia,104.8799664,736423,17090
1996,West Virginia,107.8490334,709036,17090
1997,West Virginia,111.1523346,707259,17090
1998,West Virginia,115.3035086,734561,17090
1999,West Virginia,116.4519112,717413,17090
2000,West Virginia,115.7165996,736985,17090
2001,West Virginia,105.6595907,730823,17090
2002,West Virginia,118.6676546,755537,17090
2003,West Virginia,115.3957424,711812,17090
2004,West Virginia,112.6848927,734849,17090
2005,West Virginia,114.6797085,737053,17090
2006,West Virginia,114.8092817,760310,17090
2007,West Virginia,117.0130112,789826,17090
2008,West Virginia,112.7340939,776230,17090
2009,West Virginia,90.13880557,706207,17090
2010,West Virginia,100.5729681,751538,17090
2011,West Virginia,97.8876137,738406,17090
2012,West Virginia,92.14814892,731013,17090
2013,West Virginia,94.29774468,751321,17090
2014,West Virginia,99.88296203,781076,17090
2015,West Virginia,91.96307825,768657,17090
2016,West Virginia,94.49232139,762366,17090
2017,West Virginia,90.83882364,753016,17090
2018,West Virginia,89.14479553,831311,17090
2019,West Virginia,85.44599619,829454,17090
1970,Wisconsin,88.17884711,1289050,18220
1971,Wisconsin,84.7635278,1293197,18220
1972,Wisconsin,84.25449556,1287690,18220
1973,Wisconsin,85.4371294,1354483,18220
1974,Wisconsin,82.05708232,1341660,18220
1975,Wisconsin,80.80446463,1341892,18220
1976,Wisconsin,84.11761077,1372938,18220
1977,Wisconsin,87.18849212,1437713,18220
1978,Wisconsin,88.61608917,1501615,18220
1979,Wisconsin,88.32237669,1468965,18220
1980,Wisconsin,81.66876888,1463981,18220
1981,Wisconsin,78.29446399,1421298,18220
1982,Wisconsin,77.13404836,1404352,18220
1983,Wisconsin,78.72488911,1419852,18220
1984,Wisconsin,81.05634662,1487633,18220
1985,Wisconsin,80.66473597,1501131,18220
1986,Wisconsin,80.31202158,1425549,18220
1987,Wisconsin,81.86219869,1404088,18220
1988,Wisconsin,86.40801458,1510126,18220
1989,Wisconsin,87.03963318,1516590,18220
1990,Wisconsin,85.76098917,1485607,18220
1991,Wisconsin,87.96315677,1527216,18220
1992,Wisconsin,87.13059129,1524772,18220
1993,Wisconsin,90.5079565,1587871,18220
1994,Wisconsin,93.66218983,1633387,18220
1995,Wisconsin,96.61116704,1698061,18220
1996,Wisconsin,100.6016616,1764572,18220
1997,Wisconsin,103.1271564,1771900,18220
1998,Wisconsin,101.0829652,1751166,18220
1999,Wisconsin,105.4167672,1846061,18220
2000,Wisconsin,107.7958233,1878161,18220
2001,Wisconsin,105.8945127,1853341,18220
2002,Wisconsin,107.150727,1894797,18220
2003,Wisconsin,105.5934465,1868851,18220
2004,Wisconsin,107.7574899,1892938,18220
2005,Wisconsin,110.9556332,1959179,18220
2006,Wisconsin,103.1424793,1867717,18220
2007,Wisconsin,104.8063597,1902607,18220
2008,Wisconsin,105.2730413,1895118,18220
2009,Wisconsin,96.40894874,1764015,18220
2010,Wisconsin,99.02591698,1809801,18220
2011,Wisconsin,98.20132306,1797383,18220
2012,Wisconsin,90.86407797,1738007,18220
2013,Wisconsin,101.2932671,1833111,18220
2014,Wisconsin,101.2145266,1889496,18220
2015,Wisconsin,99.85701526,1814408,18220
2016,Wisconsin,95.62614309,1801012,18220
2017,Wisconsin,98.6378726,1817947,18220
2018,Wisconsin,101.1727696,1896601,18220
2019,Wisconsin,94.82242355,1847846,18220
1970,Wyoming,18.59196122,255480,15160
1971,Wyoming,18.78417568,268453,15160
1972,Wyoming,21.66122404,286868,15160
1973,Wyoming,23.68520447,283507,15160
1974,Wyoming,23.89635506,278885,15160
1975,Wyoming,25.33320882,277367,15160
1976,Wyoming,30.85685993,300313,15160
1977,Wyoming,36.27899663,325289,15160
1978,Wyoming,37.12084886,354800,15160
1979,Wyoming,42.00224816,378316,15160
1980,Wyoming,41.06726397,362253,15160
1981,Wyoming,45.06212194,352782,15160
1982,Wyoming,46.49820965,363372,15160
1983,Wyoming,42.13812297,329172,15160
1984,Wyoming,46.35011503,351234,15160
1985,Wyoming,50.5204062,357215,15160
1986,Wyoming,43.17246829,335938,15160
1987,Wyoming,53.28881737,363821,15160
1988,Wyoming,55.49675655,370702,15160
1989,Wyoming,53.61044737,382037,15160
1990,Wyoming,57.21297137,399316,15160
1991,Wyoming,55.49739691,388124,15160
1992,Wyoming,61.15949552,421423,15160
1993,Wyoming,58.20213065,406877,15160
1994,Wyoming,60.40035535,407936,15160
1995,Wyoming,58.18598481,403151,15160
1996,Wyoming,59.62483504,415040,15160
1997,Wyoming,59.05985389,414704,15160
1998,Wyoming,63.96049572,420795,15160
